"raceid","year","grand_prix","country","driverid","driver","nationality"
345,2010,"European Grand Prix","Spain",20,"Sebastian Vettel","Germany"
346,2010,"British Grand Prix","UK",17,"Mark Webber","Australia"
347,2010,"German Grand Prix","Germany",4,"Fernando Alonso","Spain"
348,2010,"Hungarian Grand Prix","Hungary",17,"Mark Webber","Australia"
349,2010,"Belgian Grand Prix","Belgium",1,"Lewis Hamilton","UK"
350,2010,"Italian Grand Prix","Italy",4,"Fernando Alonso","Spain"
351,2010,"Singapore Grand Prix","Singapore",4,"Fernando Alonso","Spain"
352,2010,"Japanese Grand Prix","Japan",20,"Sebastian Vettel","Germany"
353,2010,"Korean Grand Prix","Korea",4,"Fernando Alonso","Spain"
354,2010,"Brazilian Grand Prix","Brazil",20,"Sebastian Vettel","Germany"
355,2010,"Abu Dhabi Grand Prix","UAE",20,"Sebastian Vettel","Germany"
841,2011,"Australian Grand Prix","Australia",20,"Sebastian Vettel","Germany"
842,2011,"Malaysian Grand Prix","Malaysia",20,"Sebastian Vettel","Germany"
843,2011,"Chinese Grand Prix","China",1,"Lewis Hamilton","UK"
844,2011,"Turkish Grand Prix","Turkey",20,"Sebastian Vettel","Germany"
845,2011,"Spanish Grand Prix","Spain",20,"Sebastian Vettel","Germany"
846,2011,"Monaco Grand Prix","Monaco",20,"Sebastian Vettel","Germany"
847,2011,"Canadian Grand Prix","Canada",18,"Jenson Button","UK"
848,2011,"European Grand Prix","Spain",20,"Sebastian Vettel","Germany"
849,2011,"British Grand Prix","UK",4,"Fernando Alonso","Spain"
850,2011,"German Grand Prix","Germany",1,"Lewis Hamilton","UK"
851,2011,"Hungarian Grand Prix","Hungary",18,"Jenson Button","UK"
852,2011,"Belgian Grand Prix","Belgium",20,"Sebastian Vettel","Germany"
853,2011,"Italian Grand Prix","Italy",20,"Sebastian Vettel","Germany"
854,2011,"Singapore Grand Prix","Singapore",20,"Sebastian Vettel","Germany"
855,2011,"Japanese Grand Prix","Japan",18,"Jenson Button","UK"
856,2011,"Korean Grand Prix","Korea",20,"Sebastian Vettel","Germany"
857,2011,"Indian Grand Prix","India",20,"Sebastian Vettel","Germany"
858,2011,"Abu Dhabi Grand Prix","UAE",1,"Lewis Hamilton","UK"
859,2011,"Brazilian Grand Prix","Brazil",17,"Mark Webber","Australia"
860,2012,"Australian Grand Prix","Australia",18,"Jenson Button","UK"
861,2012,"Malaysian Grand Prix","Malaysia",4,"Fernando Alonso","Spain"
862,2012,"Chinese Grand Prix","China",3,"Nico Rosberg","Germany"
863,2012,"Bahrain Grand Prix","Bahrain",20,"Sebastian Vettel","Germany"
864,2012,"Spanish Grand Prix","Spain",813,"Pastor Maldonado","Venezuela"
865,2012,"Monaco Grand Prix","Monaco",17,"Mark Webber","Australia"
866,2012,"Canadian Grand Prix","Canada",1,"Lewis Hamilton","UK"
868,2012,"British Grand Prix","UK",17,"Mark Webber","Australia"
869,2012,"German Grand Prix","Germany",4,"Fernando Alonso","Spain"
870,2012,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
871,2012,"Belgian Grand Prix","Belgium",18,"Jenson Button","UK"
872,2012,"Italian Grand Prix","Italy",1,"Lewis Hamilton","UK"
873,2012,"Singapore Grand Prix","Singapore",20,"Sebastian Vettel","Germany"
874,2012,"Japanese Grand Prix","Japan",20,"Sebastian Vettel","Germany"
875,2012,"Korean Grand Prix","Korea",20,"Sebastian Vettel","Germany"
876,2012,"Indian Grand Prix","India",20,"Sebastian Vettel","Germany"
877,2012,"Abu Dhabi Grand Prix","UAE",8,"Kimi Räikkönen","Finland"
878,2012,"United States Grand Prix","USA",1,"Lewis Hamilton","UK"
879,2012,"Brazilian Grand Prix","Brazil",18,"Jenson Button","UK"
880,2013,"Australian Grand Prix","Australia",8,"Kimi Räikkönen","Finland"
881,2013,"Malaysian Grand Prix","Malaysia",20,"Sebastian Vettel","Germany"
882,2013,"Chinese Grand Prix","China",4,"Fernando Alonso","Spain"
883,2013,"Bahrain Grand Prix","Bahrain",20,"Sebastian Vettel","Germany"
885,2013,"Monaco Grand Prix","Monaco",3,"Nico Rosberg","Germany"
886,2013,"Canadian Grand Prix","Canada",20,"Sebastian Vettel","Germany"
887,2013,"British Grand Prix","UK",3,"Nico Rosberg","Germany"
890,2013,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
891,2013,"Belgian Grand Prix","Belgium",20,"Sebastian Vettel","Germany"
892,2013,"Italian Grand Prix","Italy",20,"Sebastian Vettel","Germany"
893,2013,"Singapore Grand Prix","Singapore",20,"Sebastian Vettel","Germany"
894,2013,"Korean Grand Prix","Korea",20,"Sebastian Vettel","Germany"
895,2013,"Japanese Grand Prix","Japan",20,"Sebastian Vettel","Germany"
896,2013,"Indian Grand Prix","India",20,"Sebastian Vettel","Germany"
897,2013,"Abu Dhabi Grand Prix","UAE",20,"Sebastian Vettel","Germany"
898,2013,"United States Grand Prix","USA",20,"Sebastian Vettel","Germany"
899,2013,"Brazilian Grand Prix","Brazil",20,"Sebastian Vettel","Germany"
900,2014,"Australian Grand Prix","Australia",3,"Nico Rosberg","Germany"
901,2014,"Malaysian Grand Prix","Malaysia",1,"Lewis Hamilton","UK"
902,2014,"Bahrain Grand Prix","Bahrain",1,"Lewis Hamilton","UK"
903,2014,"Chinese Grand Prix","China",1,"Lewis Hamilton","UK"
904,2014,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
905,2014,"Monaco Grand Prix","Monaco",3,"Nico Rosberg","Germany"
906,2014,"Canadian Grand Prix","Canada",817,"Daniel Ricciardo","Australia"
907,2014,"Austrian Grand Prix","Austria",3,"Nico Rosberg","Germany"
910,2014,"Hungarian Grand Prix","Hungary",817,"Daniel Ricciardo","Australia"
911,2014,"Belgian Grand Prix","Belgium",817,"Daniel Ricciardo","Australia"
912,2014,"Italian Grand Prix","Italy",1,"Lewis Hamilton","UK"
913,2014,"Singapore Grand Prix","Singapore",1,"Lewis Hamilton","UK"
914,2014,"Japanese Grand Prix","Japan",1,"Lewis Hamilton","UK"
915,2014,"Russian Grand Prix","Russia",1,"Lewis Hamilton","UK"
916,2014,"United States Grand Prix","USA",1,"Lewis Hamilton","UK"
917,2014,"Brazilian Grand Prix","Brazil",3,"Nico Rosberg","Germany"
918,2014,"Abu Dhabi Grand Prix","UAE",1,"Lewis Hamilton","UK"
926,2015,"Australian Grand Prix","Australia",1,"Lewis Hamilton","UK"
927,2015,"Malaysian Grand Prix","Malaysia",20,"Sebastian Vettel","Germany"
928,2015,"Chinese Grand Prix","China",1,"Lewis Hamilton","UK"
929,2015,"Bahrain Grand Prix","Bahrain",1,"Lewis Hamilton","UK"
930,2015,"Spanish Grand Prix","Spain",3,"Nico Rosberg","Germany"
931,2015,"Monaco Grand Prix","Monaco",3,"Nico Rosberg","Germany"
932,2015,"Canadian Grand Prix","Canada",1,"Lewis Hamilton","UK"
933,2015,"Austrian Grand Prix","Austria",3,"Nico Rosberg","Germany"
936,2015,"Hungarian Grand Prix","Hungary",20,"Sebastian Vettel","Germany"
937,2015,"Belgian Grand Prix","Belgium",1,"Lewis Hamilton","UK"
938,2015,"Italian Grand Prix","Italy",1,"Lewis Hamilton","UK"
939,2015,"Singapore Grand Prix","Singapore",20,"Sebastian Vettel","Germany"
940,2015,"Japanese Grand Prix","Japan",1,"Lewis Hamilton","UK"
941,2015,"Russian Grand Prix","Russia",1,"Lewis Hamilton","UK"
942,2015,"United States Grand Prix","USA",1,"Lewis Hamilton","UK"
943,2015,"Mexican Grand Prix","Mexico",3,"Nico Rosberg","Germany"
944,2015,"Brazilian Grand Prix","Brazil",3,"Nico Rosberg","Germany"
945,2015,"Abu Dhabi Grand Prix","UAE",3,"Nico Rosberg","Germany"
948,2016,"Australian Grand Prix","Australia",3,"Nico Rosberg","Germany"
949,2016,"Bahrain Grand Prix","Bahrain",3,"Nico Rosberg","Germany"
950,2016,"Chinese Grand Prix","China",3,"Nico Rosberg","Germany"
951,2016,"Russian Grand Prix","Russia",3,"Nico Rosberg","Germany"
952,2016,"Spanish Grand Prix","Spain",830,"Max Verstappen","Netherlands"
953,2016,"Monaco Grand Prix","Monaco",1,"Lewis Hamilton","UK"
954,2016,"Canadian Grand Prix","Canada",1,"Lewis Hamilton","UK"
955,2016,"European Grand Prix","Azerbaijan",3,"Nico Rosberg","Germany"
956,2016,"Austrian Grand Prix","Austria",1,"Lewis Hamilton","UK"
958,2016,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
959,2016,"German Grand Prix","Germany",1,"Lewis Hamilton","UK"
960,2016,"Belgian Grand Prix","Belgium",3,"Nico Rosberg","Germany"
961,2016,"Italian Grand Prix","Italy",3,"Nico Rosberg","Germany"
962,2016,"Singapore Grand Prix","Singapore",3,"Nico Rosberg","Germany"
963,2016,"Malaysian Grand Prix","Malaysia",817,"Daniel Ricciardo","Australia"
964,2016,"Japanese Grand Prix","Japan",3,"Nico Rosberg","Germany"
965,2016,"United States Grand Prix","USA",1,"Lewis Hamilton","UK"
966,2016,"Mexican Grand Prix","Mexico",1,"Lewis Hamilton","UK"
967,2016,"Brazilian Grand Prix","Brazil",1,"Lewis Hamilton","UK"
968,2016,"Abu Dhabi Grand Prix","UAE",1,"Lewis Hamilton","UK"
969,2017,"Australian Grand Prix","Australia",20,"Sebastian Vettel","Germany"
970,2017,"Chinese Grand Prix","China",1,"Lewis Hamilton","UK"
971,2017,"Bahrain Grand Prix","Bahrain",20,"Sebastian Vettel","Germany"
972,2017,"Russian Grand Prix","Russia",822,"Valtteri Bottas","Finland"
973,2017,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
974,2017,"Monaco Grand Prix","Monaco",20,"Sebastian Vettel","Germany"
975,2017,"Canadian Grand Prix","Canada",1,"Lewis Hamilton","UK"
976,2017,"Azerbaijan Grand Prix","Azerbaijan",817,"Daniel Ricciardo","Australia"
977,2017,"Austrian Grand Prix","Austria",822,"Valtteri Bottas","Finland"
979,2017,"Hungarian Grand Prix","Hungary",20,"Sebastian Vettel","Germany"
980,2017,"Belgian Grand Prix","Belgium",1,"Lewis Hamilton","UK"
981,2017,"Italian Grand Prix","Italy",1,"Lewis Hamilton","UK"
982,2017,"Singapore Grand Prix","Singapore",1,"Lewis Hamilton","UK"
983,2017,"Malaysian Grand Prix","Malaysia",830,"Max Verstappen","Netherlands"
984,2017,"Japanese Grand Prix","Japan",1,"Lewis Hamilton","UK"
985,2017,"United States Grand Prix","USA",1,"Lewis Hamilton","UK"
986,2017,"Mexican Grand Prix","Mexico",830,"Max Verstappen","Netherlands"
987,2017,"Brazilian Grand Prix","Brazil",20,"Sebastian Vettel","Germany"
988,2017,"Abu Dhabi Grand Prix","UAE",822,"Valtteri Bottas","Finland"
989,2018,"Australian Grand Prix","Australia",20,"Sebastian Vettel","Germany"
990,2018,"Bahrain Grand Prix","Bahrain",20,"Sebastian Vettel","Germany"
991,2018,"Chinese Grand Prix","China",817,"Daniel Ricciardo","Australia"
992,2018,"Azerbaijan Grand Prix","Azerbaijan",1,"Lewis Hamilton","UK"
993,2018,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
994,2018,"Monaco Grand Prix","Monaco",817,"Daniel Ricciardo","Australia"
995,2018,"Canadian Grand Prix","Canada",20,"Sebastian Vettel","Germany"
996,2018,"French Grand Prix","France",1,"Lewis Hamilton","UK"
997,2018,"Austrian Grand Prix","Austria",830,"Max Verstappen","Netherlands"
998,2018,"British Grand Prix","UK",20,"Sebastian Vettel","Germany"
999,2018,"German Grand Prix","Germany",1,"Lewis Hamilton","UK"
1000,2018,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
1001,2018,"Belgian Grand Prix","Belgium",20,"Sebastian Vettel","Germany"
1002,2018,"Italian Grand Prix","Italy",1,"Lewis Hamilton","UK"
1003,2018,"Singapore Grand Prix","Singapore",1,"Lewis Hamilton","UK"
1004,2018,"Russian Grand Prix","Russia",1,"Lewis Hamilton","UK"
1005,2018,"Japanese Grand Prix","Japan",1,"Lewis Hamilton","UK"
1006,2018,"United States Grand Prix","USA",8,"Kimi Räikkönen","Finland"
1007,2018,"Mexican Grand Prix","Mexico",830,"Max Verstappen","Netherlands"
1008,2018,"Brazilian Grand Prix","Brazil",1,"Lewis Hamilton","UK"
1009,2018,"Abu Dhabi Grand Prix","UAE",1,"Lewis Hamilton","UK"
1010,2019,"Australian Grand Prix","Australia",822,"Valtteri Bottas","Finland"
1011,2019,"Bahrain Grand Prix","Bahrain",1,"Lewis Hamilton","UK"
1012,2019,"Chinese Grand Prix","China",1,"Lewis Hamilton","UK"
1013,2019,"Azerbaijan Grand Prix","Azerbaijan",822,"Valtteri Bottas","Finland"
1014,2019,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
1015,2019,"Monaco Grand Prix","Monaco",1,"Lewis Hamilton","UK"
1016,2019,"Canadian Grand Prix","Canada",1,"Lewis Hamilton","UK"
1017,2019,"French Grand Prix","France",1,"Lewis Hamilton","UK"
1018,2019,"Austrian Grand Prix","Austria",830,"Max Verstappen","Netherlands"
1020,2019,"German Grand Prix","Germany",830,"Max Verstappen","Netherlands"
1021,2019,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
1022,2019,"Belgian Grand Prix","Belgium",844,"Charles Leclerc","Monaco"
1023,2019,"Italian Grand Prix","Italy",844,"Charles Leclerc","Monaco"
1024,2019,"Singapore Grand Prix","Singapore",20,"Sebastian Vettel","Germany"
1025,2019,"Russian Grand Prix","Russia",1,"Lewis Hamilton","UK"
1026,2019,"Japanese Grand Prix","Japan",822,"Valtteri Bottas","Finland"
1027,2019,"Mexican Grand Prix","Mexico",1,"Lewis Hamilton","UK"
1028,2019,"United States Grand Prix","USA",822,"Valtteri Bottas","Finland"
1029,2019,"Brazilian Grand Prix","Brazil",830,"Max Verstappen","Netherlands"
1030,2019,"Abu Dhabi Grand Prix","UAE",1,"Lewis Hamilton","UK"
1031,2020,"Austrian Grand Prix","Austria",822,"Valtteri Bottas","Finland"
1032,2020,"Styrian Grand Prix","Austria",1,"Lewis Hamilton","UK"
1033,2020,"Hungarian Grand Prix","Hungary",1,"Lewis Hamilton","UK"
1035,2020,"70th Anniversary Grand Prix","UK",830,"Max Verstappen","Netherlands"
1036,2020,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
1037,2020,"Belgian Grand Prix","Belgium",1,"Lewis Hamilton","UK"
1038,2020,"Italian Grand Prix","Italy",842,"Pierre Gasly","France"
1039,2020,"Tuscan Grand Prix","Italy",1,"Lewis Hamilton","UK"
1040,2020,"Russian Grand Prix","Russia",822,"Valtteri Bottas","Finland"
1041,2020,"Eifel Grand Prix","Germany",1,"Lewis Hamilton","UK"
1042,2020,"Portuguese Grand Prix","Portugal",1,"Lewis Hamilton","UK"
1043,2020,"Emilia Romagna Grand Prix","Italy",1,"Lewis Hamilton","UK"
1044,2020,"Turkish Grand Prix","Turkey",1,"Lewis Hamilton","UK"
1045,2020,"Bahrain Grand Prix","Bahrain",1,"Lewis Hamilton","UK"
1046,2020,"Sakhir Grand Prix","Bahrain",815,"Sergio Pérez","Mexican"
1047,2020,"Abu Dhabi Grand Prix","UAE",830,"Max Verstappen","Netherlands"
1051,2021,"Qatar Grand Prix","Qatar",1,"Lewis Hamilton","UK"
1052,2021,"Bahrain Grand Prix","Bahrain",1,"Lewis Hamilton","UK"
1053,2021,"Emilia Romagna Grand Prix","Italy",830,"Max Verstappen","Netherlands"
1054,2021,"Portuguese Grand Prix","Portugal",1,"Lewis Hamilton","UK"
1055,2021,"Spanish Grand Prix","Spain",1,"Lewis Hamilton","UK"
1056,2021,"Monaco Grand Prix","Monaco",830,"Max Verstappen","Netherlands"
1057,2021,"Azerbaijan Grand Prix","Azerbaijan",815,"Sergio Pérez","Mexican"
1058,2021,"Styrian Grand Prix","Austria",830,"Max Verstappen","Netherlands"
1059,2021,"French Grand Prix","France",830,"Max Verstappen","Netherlands"
1060,2021,"Austrian Grand Prix","Austria",830,"Max Verstappen","Netherlands"
1062,2021,"Hungarian Grand Prix","Hungary",839,"Esteban Ocon","France"
1063,2021,"Belgian Grand Prix","Belgium",830,"Max Verstappen","Netherlands"
1065,2021,"Italian Grand Prix","Italy",817,"Daniel Ricciardo","Australia"
1066,2021,"Russian Grand Prix","Russia",1,"Lewis Hamilton","UK"
1067,2021,"Turkish Grand Prix","Turkey",822,"Valtteri Bottas","Finland"
1069,2021,"United States Grand Prix","USA",830,"Max Verstappen","Netherlands"
1070,2021,"Mexico City Grand Prix","Mexico",830,"Max Verstappen","Netherlands"
1071,2021,"SÃ£o Paulo Grand Prix","Brazil",1,"Lewis Hamilton","UK"
1072,2021,"Saudi Arabian Grand Prix","Saudi Arabia",1,"Lewis Hamilton","UK"
1073,2021,"Abu Dhabi Grand Prix","UAE",830,"Max Verstappen","Netherlands"
1074,2022,"Bahrain Grand Prix","Bahrain",844,"Charles Leclerc","Monaco"
1075,2022,"Saudi Arabian Grand Prix","Saudi Arabia",830,"Max Verstappen","Netherlands"
1076,2022,"Australian Grand Prix","Australia",844,"Charles Leclerc","Monaco"
1077,2022,"Emilia Romagna Grand Prix","Italy",830,"Max Verstappen","Netherlands"
1078,2022,"Miami Grand Prix","USA",830,"Max Verstappen","Netherlands"
1079,2022,"Spanish Grand Prix","Spain",830,"Max Verstappen","Netherlands"
1080,2022,"Monaco Grand Prix","Monaco",815,"Sergio Pérez","Mexican"
1081,2022,"Azerbaijan Grand Prix","Azerbaijan",830,"Max Verstappen","Netherlands"
1082,2022,"Canadian Grand Prix","Canada",830,"Max Verstappen","Netherlands"
1083,2022,"British Grand Prix","UK",832,"Carlos Sainz","Spain"
1084,2022,"Austrian Grand Prix","Austria",844,"Charles Leclerc","Monaco"
1085,2022,"French Grand Prix","France",830,"Max Verstappen","Netherlands"
1086,2022,"Hungarian Grand Prix","Hungary",830,"Max Verstappen","Netherlands"
1087,2022,"Belgian Grand Prix","Belgium",830,"Max Verstappen","Netherlands"
1089,2022,"Italian Grand Prix","Italy",830,"Max Verstappen","Netherlands"
1091,2022,"Singapore Grand Prix","Singapore",815,"Sergio Pérez","Mexican"
1092,2022,"Japanese Grand Prix","Japan",830,"Max Verstappen","Netherlands"
1093,2022,"United States Grand Prix","USA",830,"Max Verstappen","Netherlands"
1094,2022,"Mexico City Grand Prix","Mexico",830,"Max Verstappen","Netherlands"
1095,2022,"SÃ£o Paulo Grand Prix","Brazil",847,"George Russell","UK"
1096,2022,"Abu Dhabi Grand Prix","UAE",830,"Max Verstappen","Netherlands"
1098,2023,"Bahrain Grand Prix","Bahrain",830,"Max Verstappen","Netherlands"
1099,2023,"Saudi Arabian Grand Prix","Saudi Arabia",815,"Sergio Pérez","Mexican"
1100,2023,"Australian Grand Prix","Australia",830,"Max Verstappen","Netherlands"
1101,2023,"Azerbaijan Grand Prix","Azerbaijan",815,"Sergio Pérez","Mexican"
1102,2023,"Miami Grand Prix","USA",830,"Max Verstappen","Netherlands"
1104,2023,"Monaco Grand Prix","Monaco",830,"Max Verstappen","Netherlands"
1105,2023,"Spanish Grand Prix","Spain",830,"Max Verstappen","Netherlands"
1106,2023,"Canadian Grand Prix","Canada",830,"Max Verstappen","Netherlands"
1107,2023,"Austrian Grand Prix","Austria",830,"Max Verstappen","Netherlands"
1108,2023,"British Grand Prix","UK",830,"Max Verstappen","Netherlands"
1109,2023,"Hungarian Grand Prix","Hungary",830,"Max Verstappen","Netherlands"
1110,2023,"Belgian Grand Prix","Belgium",830,"Max Verstappen","Netherlands"
1112,2023,"Italian Grand Prix","Italy",830,"Max Verstappen","Netherlands"
1113,2023,"Singapore Grand Prix","Singapore",832,"Carlos Sainz","Spain"
1114,2023,"Japanese Grand Prix","Japan",830,"Max Verstappen","Netherlands"
1115,2023,"Qatar Grand Prix","Qatar",830,"Max Verstappen","Netherlands"
1116,2023,"United States Grand Prix","USA",830,"Max Verstappen","Netherlands"
1117,2023,"Mexico City Grand Prix","Mexico",830,"Max Verstappen","Netherlands"
1118,2023,"SÃ£o Paulo Grand Prix","Brazil",830,"Max Verstappen","Netherlands"
1119,2023,"Las Vegas Grand Prix","USA",830,"Max Verstappen","Netherlands"
1120,2023,"Abu Dhabi Grand Prix","UAE",830,"Max Verstappen","Netherlands"
1121,2024,"Bahrain Grand Prix","Bahrain",830,"Max Verstappen","Netherlands"
1122,2024,"Saudi Arabian Grand Prix","Saudi Arabia",830,"Max Verstappen","Netherlands"
1123,2024,"Australian Grand Prix","Australia",832,"Carlos Sainz","Spain"
1124,2024,"Japanese Grand Prix","Japan",830,"Max Verstappen","Netherlands"
1125,2024,"Chinese Grand Prix","China",830,"Max Verstappen","Netherlands"
1126,2024,"Miami Grand Prix","USA",846,"Lando Norris","UK"
1127,2024,"Emilia Romagna Grand Prix","Italy",830,"Max Verstappen","Netherlands"
1129,2024,"Canadian Grand Prix","Canada",830,"Max Verstappen","Netherlands"
1130,2024,"Spanish Grand Prix","Spain",830,"Max Verstappen","Netherlands"
1131,2024,"Austrian Grand Prix","Austria",847,"George Russell","UK"
